개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
서현도서관 문화예술 사랑방,서현도서관,강의실,신정+추석+설명절 연휴+첫째 주 금+셋째 주 금,09:00,21:00,09:00,18:00,N,,,,,10,18,의자(10개)+테이블(1개),인터넷,https://www.snlib.go.kr/sh/menu/11477/contents/40453/contents.do,경기도 성남시 분당구 중앙공원로 77,경기도 성남시 분당구 서현동 234,분당도서관,서현도서관,031-729-8706,https://www.snlib.go.kr/sh/index.co,37.383587,127.132472,2025-08-01,3780000,경기도 성남시
서현도서관 다목적실,서현도서관,다목적실,"토+일+공휴일+휴관일(첫째 주 금, 셋째 주 금)",09:00,18:00,00:00,00:00,N,,,,,140,266,빔프로젝터+의자(130개)+책상(5개)+유무선 마이크,인터넷,https://www.snlib.go.kr/sh/menu/12182/contents/40449/contents.do,경기도 성남시 분당구 중앙공원로 77,경기도 성남시 분당구 서현동 234,분당도서관,서현도서관,031-729-8706,https://www.snlib.go.kr/sh/index.co,37.383587,127.132472,2025-08-01,3780000,경기도 성남시
분당도서관 시청각실,분당도서관,강당,"토+일+공휴일+휴관일(둘째 주 월, 넷째 주 월)",09:00,18:00,00:00,00:00,N,,,,,172,256,빔프로젝터+의자(172개)+책상(1개)+유무선 마이크,인터넷,https://www.snlib.go.kr/bd/menu/10234/contents/40069/contents.do,경기도 성남시 분당구 불정로 110,경기도 성남시 분당구 정자동 208,분당도서관,분당도서관,031-729-4655,https://www.snlib.go.kr/bd/menu/10234/contents/40069/contents.do,37.358104,127.116580,2025-08-01,3780000,경기도 성남시
구미도서관 시청각실,구미도서관,강당,"토+일+공휴일+휴관일(첫째 주 금, 셋째 주 금)",09:00,18:00,00:00,00:00,N,,,,,120,253.35,빔프로젝터+의자(120개)+유선 마이크,인터넷,https://www.snlib.go.kr/gm/menu/10361/contents/40103/contents.do,경기도 성남시 분당구 미금일로 105,경기도 성남시 분당구 구미동 16,구미도서관,구미도서관,031-729-4683,https://www.snlib.go.kr/gm/menu/10361/contents/40103/contents.do,37.345532,127.107689,2025-08-01,3780000,경기도 성남시
군포시청소년수련관 동아리실 하눌타리,군포시청소년수련관,회의실,일,09:00,21:00,09:00,18:00,N,,무료,,,15,,인터넷,인터넷,,경기도 군포시 산본로 322 (금정동),,군포시청소년수련관,,,www.gpyf.or.kr/gpdream/index.do,37.35982376,126.9347608,2025-06-24,4020000,경기도 군포시
군포문화원 다목적실(군포문화원),군포문화원,회의실,토+일,09:00,18:00,00:00,00:00,Y,2,(2시간당)100000원,,,60,,빔+스크린+음향기기+인터넷+화이트보드+무대,전화+방문,,경기도 군포시 한세로56번길 12 (당정동),,군포문화원,,,www.gpmunhwa.or.kr,37.34722585,126.9548318,2025-06-24,4020000,경기도 군포시
군포시보훈회관 107호 회의실,군포시보훈회관,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,65,,빔+스크린+화이트보드등,,,경기도 군포시 산본천로 111 (산본동),,군포시보훈회관,,,,37.36476082,126.9335779,2025-06-24,4020000,경기도 군포시
군포시보훈회관 106호 회의실,군포시보훈회관,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,45,,화이트보드,,,경기도 군포시 산본천로 111 (산본동),,군포시보훈회관,,,,37.36476082,126.9335779,2025-06-24,4020000,경기도 군포시
군포시보훈회관 민방위교육장(미디어상영관),군포시보훈회관,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,320,,빔+스크린+음향기기+인터넷,,,경기도 군포시 산본천로 111 (산본동),,군포시보훈회관,,,,37.36476082,126.9335779,2025-06-24,4020000,경기도 군포시
군포시미디어센터 미디어소통방,군포시미디어센터,회의실,월+일,09:00,18:00,09:00,18:00,N,,무료,,,7,,TV+인터넷+화이트보드,인터넷,,경기도 군포시 산본천로 111 (산본동),,군포시미디어센터,,,www.gpmedia.or.kr,37.36476082,126.9335779,2025-06-24,4020000,경기도 군포시
군포시주몽종합사회복지관 지식나눔방1,군포시주몽종합사회복지관,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,(시간당)5000원,,,15,,빔+스크린+인터넷+화이트보드,전화+팩스,,경기도 군포시 광정로 122,,군포시주몽종합사회복지관,,,www.jumong.org,37.36287917,126.9273867,2025-06-24,4020000,경기도 군포시
창원공연예술연습공간 대연습실(1층),창원공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 20000원/전일사용 40000원,0,0,60,221.78,"*공통사용가능:이동형 스크린, 빔프로젝트, 신디사이저 및 앰프(연습실용), 드럼세트(연습실용), 일랙기타 및 베이스기타 앰프(연습실용), 보면대(연습실용)음향기기, 스피커, 조명콘트롤러, 그랜드피아노, 지휘자단, 지휘자 보면대, 마이크스탠드",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,경상남도 창원시 마산회원구 삼호로 135,경상남도 창원시 마산회원구 양덕동 532-3,창원문화재단,공연기획팀,055-719-7815,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.22581853,128.5771062,2024-12-12,B551510,한국문화예술위원회
창원공연예술연습공간 중연습실1(1층),창원공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 10000원/전일사용 20000원,0,0,40,96.63,"음향기기, 스피커, 무선헤드마이크, 무용바, 마이크스탠드",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,경상남도 창원시 마산회원구 삼호로 135,경상남도 창원시 마산회원구 양덕동 532-3,창원문화재단,공연기획팀,055-719-7815,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.22581853,128.5771062,2024-12-12,B551510,한국문화예술위원회
창원공연예술연습공간 중연습실2(1층),창원공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 10000원/전일사용 20000원,0,0,40,96.63,"그랜드피아노, 지휘자보면대",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,경상남도 창원시 마산회원구 삼호로 135,경상남도 창원시 마산회원구 양덕동 532-3,창원문화재단,공연기획팀,055-719-7815,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.22581853,128.5771062,2024-12-12,B551510,한국문화예술위원회
창원공연예술연습공간 세미나실,창원공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,N,,무료,0,0,10,33.15,"이동가능형 테이블, 의자",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,경상남도 창원시 마산회원구 삼호로 135,경상남도 창원시 마산회원구 양덕동 532-3,창원문화재단,공연기획팀,055-719-7815,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.22581853,128.5771062,2024-12-12,B551510,한국문화예술위원회
창원공연예술연습공간 리딩룸,창원공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,N,,무료,0,0,5,34.5,"이동가능형 테이블, 의자",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,경상남도 창원시 마산회원구 삼호로 135,경상남도 창원시 마산회원구 양덕동 532-3,창원문화재단,공연기획팀,055-719-7815,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.22581853,128.5771062,2024-12-12,B551510,한국문화예술위원회
창원공연예술연습공간 리딩룸2,창원공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,N,,무료,0,0,5,34.5,"이동가능형 테이블, 의자",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,경상남도 창원시 마산회원구 삼호로 135,경상남도 창원시 마산회원구 양덕동 532-3,창원문화재단,공연기획팀,055-719-7815,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.22581853,128.5771062,2024-12-12,B551510,한국문화예술위원회
울산공연예술연습공간 대연습실,울산공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 20000원/전일사용 40000원,0,0,60,138.6,"음향기기, 스피커, 무용매트거치대, 이동형 스크린, 빔프로젝트",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,울산광역시 남구 거마로 134번길 20,울산광역시 남구 신정동 1223-2,울산문화관광재단,문화예술교육팀,052-273-0600,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.53812131,129.3043745,2024-12-12,B551510,한국문화예술위원회
울산공연예술연습공간 중연습실1(2F),울산공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 10000원/전일사용 20000원,0,0,40,70.11,"음향기기, 스피커",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,울산광역시 남구 거마로 134번길 20,울산광역시 남구 신정동 1223-2,울산문화관광재단,문화예술교육팀,052-273-0600,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.53812131,129.3043745,2024-12-12,B551510,한국문화예술위원회
울산공연예술연습공간 중연습실2(B1F),울산공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 10000원/전일사용 20000원,0,0,40,76.38,"음향기기, 스피커",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,울산광역시 남구 거마로 134번길 20,울산광역시 남구 신정동 1223-2,울산문화관광재단,문화예술교육팀,052-273-0600,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.53812131,129.3043745,2024-12-12,B551510,한국문화예술위원회
울산공연예술연습공간 세미나실,울산공연예술연습공간,기타,매주 일요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,N,,무료,0,0,20,19.25,"이동가능형 테이블, 의자",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,울산광역시 남구 거마로 134번길 20,울산광역시 남구 신정동 1223-2,울산문화관광재단,문화예술교육팀,052-273-0600,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.53812131,129.3043745,2024-12-12,B551510,한국문화예술위원회
광주공연예술연습공간 대연습실,광주공연예술연습공간,기타,매주 월요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 20000원/전일사용 40000원,0,0,60,330.8,"음향기기, 스피커, 보면대, 지휘자 보면대",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,광주광역시 광산구 소촌로85번길 14-9,광주광역시 광산구 소촌동 845,광산 아르코공연연습센터 운영위원회,광산 아르코공연연습센터 운영위원회,062-960-3637,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.15262857,126.7912355,2024-12-12,B551510,한국문화예술위원회
광주공연예술연습공간 중연습실,광주공연예술연습공간,기타,매주 월요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,Y,,오전오후저녁 10000원/전일사용 20000원,0,0,40,121.5,"스피커, 드럼, 드럼쉴드, 기타전용 스피커 및 앰프, 베이스기타 앰프, 국악보면대",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,광주광역시 광산구 소촌로85번길 14-9,광주광역시 광산구 소촌동 845,광산 아르코공연연습센터 운영위원회,광산 아르코공연연습센터 운영위원회,062-960-3637,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.15262857,126.7912355,2024-12-12,B551510,한국문화예술위원회
광주공연예술연습공간 세마니실,광주공연예술연습공간,기타,매주 월요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,N,,무료,0,0,10,51.3,"빔프로젝터, 고정형 스크린",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,광주광역시 광산구 소촌로85번길 14-9,광주광역시 광산구 소촌동 845,광산 아르코공연연습센터 운영위원회,광산 아르코공연연습센터 운영위원회,062-960-3637,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.15262857,126.7912355,2024-12-12,B551510,한국문화예술위원회
광주공연예술연습공간 리딩룸,광주공연예술연습공간,기타,매주 월요일+법정공휴일+운영기관 별도 지정 휴관일,10:00,22:00,10:00,22:00,N,,무료,0,0,10,51.3,"이동가능형 테이블, 의자, 화이트보드",온라인 신청,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,광주광역시 광산구 소촌로85번길 14-9,광주광역시 광산구 소촌동 845,광산 아르코공연연습센터 운영위원회,광산 아르코공연연습센터 운영위원회,062-960-3637,https://www.arko.or.kr/pspace/rental/introduce/introDetail.do,35.15262857,126.7912355,2024-12-12,B551510,한국문화예술위원회
화정생활문화센터 어울림 동아리실1,화정생활문화센터 어울림,강의실,일요일+공휴일,09:00,21:00,09:00,18:00,Y,,[오전(3시간)]5000+[오후(3시간)]5000+[야간(3시간)]5000+[전일(9시간),,,8,17,빔프로젝터 1개+스크린 1개+화이트보드 1개+책상 4개+의자 8개,인터넷,https://www.gimhae.go.kr/08115/08117.web,경상남도 김해시 삼계중앙로 13번길 1,경상남도 김해시 삼계동 1437,경상남도 김해시청,칠암도서관,055-330-8651,https://www.gimhae.go.kr/hj_eoullim.web,35.26059304,128.8662874,2025-07-08,5350000,경상남도 김해시
화정생활문화센터 어울림 동아리실2,화정생활문화센터 어울림,강의실,일요일+공휴일,09:00,21:00,09:00,18:00,Y,,[오전(3시간)]5000+[오후(3시간)]5000+[야간(3시간)]5000+[전일(9시간),,,10,25,빔프로젝터 1개+스크린 1개+화이트보드 1개+책상 5개+의자 10개,인터넷,https://www.gimhae.go.kr/08115/08117.web,경상남도 김해시 삼계중앙로 13번길 1,경상남도 김해시 삼계동 1437,경상남도 김해시청,칠암도서관,055-330-8651,https://www.gimhae.go.kr/hj_eoullim.web,35.26059304,128.8662874,2025-07-08,5350000,경상남도 김해시
화정생활문화센터 어울림 마루실,화정생활문화센터 어울림,강당,일요일+공휴일,09:00,21:00,09:00,18:00,Y,,[오전(3시간)]5000+[오후(3시간)]5000+[야간(3시간)]5000+[전일(9시간),,,10,104,빔프로젝터 1개+스크린 1개+오디어믹서 1개+스피커 4개+전면거울+탈의실+라커장 9개+보면대 8개+전자피아노 1개,인터넷,https://www.gimhae.go.kr/08115/08117.web,경상남도 김해시 삼계중앙로 13번길 1,경상남도 김해시 삼계동 1437,경상남도 김해시청,칠암도서관,055-330-8651,https://www.gimhae.go.kr/hj_eoullim.web,35.26059304,128.8662874,2025-07-08,5350000,경상남도 김해시
화정생활문화센터 어울림 세미나실,화정생활문화센터 어울림,강의실,일요일+공휴일,09:00,21:00,09:00,18:00,Y,,[오전(3시간)]7000+[오후(3시간)]7000+[야간(3시간)]7000+[전일(9시간),,,30,75,빔프로젝터 1개+스크린 1개+오디어믹서 1개+무선마이크 2개+유선마이크 2개+스피커 2개+강연대 1개+책상 21개+의자 42개+화이트보드 1개,인터넷,https://www.gimhae.go.kr/08115/08117.web,경상남도 김해시 삼계중앙로 13번길 1,경상남도 김해시 삼계동 1437,경상남도 김해시청,칠암도서관,055-330-8651,https://www.gimhae.go.kr/hj_eoullim.web,35.26059304,128.8662874,2025-07-08,5350000,경상남도 김해시
